time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length,,,,
605,956,208.6006653,60,299.9919945,75.82992365,35.95131939,63.45486212,,,,
606,945,155.0309343,60,266.9533679,73.73293087,37.79558969,68.28393769,,,,
607,919,159.478602,60,278.8696994,74.26471343,36.24313256,74.42004651,,,,
608,1036,207.4977853,60,298.6265972,74.06499924,35.42832139,79.39242458,,,,
609,989,189.6981543,60,251.2169718,78.2958345,37.54140063,76.21137378,,,,
610,909,172.479126,60,276.789505,72.96074215,38.72361388,80.83910426,,,,
611,954,171.9052491,54,328.7859902,78.95911013,36.21457332,101.9495281,,,,
612,996,190.371931,54,356.8922828,78.68898555,35.42992149,95.65941352,,,,
613,969,179.5786495,54,344.3885119,78.55439421,35.5719545,100.896786,,,,
614,946,164.2646778,54,288.7347239,81.24039142,35.99404935,96.48601819,,,,
615,938,136.0596104,54,279.1434031,78.2670445,36.38467817,92.89405136,,,,
616,900,119.0082006,54,275.3504398,76.94634791,36.62691064,95.97664401,,,,
617,977,188.1429657,54,304.3480455,79.99873901,35.76159505,95.85599524,,,,
618,1008,148.938186,54,291.5109734,78.05993677,35.60277024,96.75604821,,,,
619,863,205.9932955,54,362.2663624,73.6859103,37.07621245,96.82831501,,,,
620,923,178.2390892,54,300.5778971,78.7795607,37.32757237,97.39269343,,,,
621,925,209.2775746,50,402.8963729,79.38916371,36.43104138,102.5662112,,,,
622,914,148.1812178,50,331.0926028,80.72011323,35.41929957,104.5091221,,,,
623,920,149.26718,50,337.8838795,80.52148627,36.537439,102.3265215,,,,
624,1000,147.2192222,50,343.9267292,81.71411917,36.77245064,101.1288035,,,,
625,961,188.505869,50,295.29713,79.98120618,35.8194936,97.38338435,,,,
626,979,203.6186375,50,335.774249,83.19173373,36.18374409,102.6488624,,,,
627,936,165.2345287,50,309.4078383,81.26518787,36.29937481,102.0607815,,,,
628,924,160.650641,50,317.9764665,80.56919517,36.31947974,104.0351869,,,,
629,1016,144.0997751,50,326.6549077,81.91093976,35.86938536,107.6436739,,,,
630,976,175.8588704,50,320.0559568,80.42945788,35.75281145,102.0054187,,,,
631,918,171.2151901,70,292.9322012,69.49107699,36.13473258,55.36606399,,,,
632,964,172.0832008,70,300.7034668,73.57187343,37.34273017,63.66827025,,,,
633,944,159.1503899,70,276.1711554,69.58493863,37.18596524,65.42892038,,,,
634,970,150.4203538,70,264.4134551,71.62491948,37.37190968,57.47661248,,,,
635,1011,150.0333011,70,241.2168656,73.41588878,36.67237569,65.2676231,,,,
636,905,174.6436248,70,269.4559501,66.90352401,36.81585236,55.61059486,,,,
637,952,173.8862079,70,245.5496375,70.99520105,37.7463775,57.8295557,,,,
638,949,157.9408214,70,249.0055544,72.78313294,37.1919206,50.71302082,,,,
639,943,151.8425382,70,241.5135808,71.26418942,36.99206533,57.67771954,,,,
640,958,201.9878673,70,280.8530595,70.18059658,37.4083194,57.26279305,,,,
641,962,175.0487122,78,270.9732527,71.12919102,36.7295491,40.95251544,,,,
642,996,172.0122203,78,266.1257141,72.51258054,36.48051156,48.06376039,,,,
643,888,188.9830832,78,269.274018,66.12723461,38.0541803,40.21773433,,,,
644,963,139.1761252,78,246.2179963,69.86954115,38.51313134,40.69007653,,,,
645,944,152.5016316,78,237.9707266,69.81928256,36.94639921,41.2425757,,,,
646,987,163.6558281,78,253.9351963,71.93494453,37.00195631,36.65050641,,,,
647,936,169.8011823,78,222.0567932,70.26370461,37.85543237,38.47800545,,,,
648,965,194.90321,78,258.273909,68.55600019,37.6833789,33.52575947,,,,
649,938,150.6981313,78,217.297033,69.18106211,37.83275288,36.42997281,,,,
650,981,185.0210643,78,262.7270763,71.78040572,37.17559302,38.65135843,,,,
651,972,191.2077333,70,324.4312823,71.38253717,38.03839544,69.53616367,,,,
652,922,130.919475,70,259.3920447,71.27404985,39.16787027,65.21619154,,,,
653,910,123.8394138,70,261.6945985,69.51193181,37.4110932,56.32820424,,,,
654,961,201.0928868,70,293.4949148,71.1182333,38.29540205,62.88713016,,,,
655,995,153.6794583,70,267.6573958,74.24384461,37.46470673,61.31708227,,,,
656,906,195.8540633,70,266.9035527,70.36016581,37.97864462,58.07890661,,,,
657,914,167.581906,70,241.469458,70.45994347,37.73576236,63.87887233,,,,
658,931,143.6910003,70,229.9180562,71.10686331,37.49068961,61.72605558,,,,
659,993,187.8592094,70,287.3120434,73.23128866,38.28346117,62.83370671,,,,
660,969,169.0937675,70,268.4070121,72.01304355,36.94082388,58.19489924,,,,
661,937,176.1851028,76,280.6930276,71.2722467,37.84263507,42.95215796,,,,
662,913,173.0975332,76,274.2533208,68.57476649,37.25185291,46.39671583,,,,
663,932,143.4254803,76,254.7743768,70.29226289,37.50720705,51.6205944,,,,
664,954,172.1330815,76,241.7942149,71.75002684,37.47919532,50.72178791,,,,
665,893,184.9826604,76,237.2776463,67.11108033,37.89472656,36.57319902,,,,
666,977,174.6169819,76,266.5971369,73.30114241,37.99589812,40.18016639,,,,
667,981,168.9446646,76,254.2654224,74.5381639,37.19503248,47.01785944,,,,
668,982,183.4803792,76,249.4822657,70.87475306,37.57358267,43.10824517,,,,
669,937,134.3035208,76,212.0736204,68.9247593,38.07819049,42.08614392,,,,
670,947,178.7527415,76,259.9348948,71.38787249,37.69898971,48.57241047,,,,
671,925,138.6307728,70,255.5840486,69.91117074,37.71778928,62.87672117,,,,
672,933,167.9990354,70,283.3163786,68.86801429,37.01996677,67.27635931,,,,
673,910,159.5968377,70,264.2260952,69.06241179,37.48670384,72.10810693,,,,
674,932,156.6321721,70,241.8949719,70.48706493,38.41516036,60.92022368,,,,
675,925,155.0758537,70,261.8646751,69.46628389,37.21910746,60.31308501,,,,
676,1007,223.6220507,70,276.9748072,73.84006373,37.96444223,67.9550299,,,,
677,963,182.5322232,70,261.4611981,69.49508245,37.57708458,57.74241552,,,,
678,994,166.4938934,70,266.5217234,72.62118414,37.13778671,62.0817639,,,,
679,978,178.6050228,70,285.8375242,72.86978475,37.52044698,63.89912666,,,,
680,897,178.3367384,70,245.3816418,69.81682627,38.22387714,54.33164592,,,,
681,948,166.9777749,82,275.269452,71.65692535,37.85389987,40.50582603,,,,
682,942,217.5038104,82,270.7773595,67.5998671,37.78334621,25.18899447,,,,
683,954,148.7224183,82,264.4488066,72.49689816,37.381715,42.8048776,,,,
684,905,153.3166543,82,261.9403888,68.15280808,38.00831964,31.49957852,,,,
685,978,144.9837798,82,225.0530837,71.08887701,37.77906325,26.86739407,,,,
686,994,180.6013222,82,267.2037287,72.06879382,36.5903361,41.59524788,,,,
687,941,171.3060853,82,259.1434357,70.74730101,36.93088834,32.33565037,,,,
688,959,151.8293303,82,222.0569248,69.81042617,36.92726753,25.00579418,,,,
689,936,164.1437788,82,236.0400272,69.82836014,37.81896584,27.4078581,,,,
690,931,182.3152061,82,281.953419,69.9381403,38.30332288,27.44981865,,,,
691,920,156.8239807,74,270.0767885,67.88093188,38.06809109,45.50418868,,,,
692,1019,181.0493246,74,294.6172838,73.01569035,36.94486644,53.82034299,,,,
693,984,178.5373348,74,296.0340183,71.32139462,36.94688286,51.77120341,,,,
694,920,178.216108,74,238.9570224,67.62917693,36.65317432,48.14197049,,,,
695,981,174.4400453,74,260.8190894,73.30945909,37.00778999,53.39362002,,,,
696,1001,175.4924133,74,268.5239879,74.607444,37.14359254,49.20274935,,,,
697,966,165.5368123,74,238.554859,72.37492341,37.82619985,51.36166891,,,,
698,925,170.5244843,74,216.7371402,68.98674744,37.65653286,52.2902713,,,,
699,1036,131.1079954,74,256.472121,75.44395564,37.12231463,54.8011374,,,,
700,944,154.2900115,74,258.4772052,72.3817684,37.78458052,47.82364161,,,,
701,927,160.5635258,68,300.078523,68.28288203,38.25988731,68.97362145,,,,
702,976,160.3935587,68,301.9560311,72.14474636,37.01030662,68.44866876,,,,
703,984,150.9627442,68,305.7787743,75.8803703,37.40986064,71.06752493,,,,
704,922,201.0293654,68,285.0081172,72.25172572,36.8868515,67.47397059,,,,
705,981,178.5871575,68,294.3521247,73.51333655,36.83442914,64.34218252,,,,
706,941,169.8079823,68,244.3490783,70.33869568,37.29353363,62.53026855,,,,
707,938,157.0382232,68,247.7404397,69.79882262,38.87429625,62.17796805,,,,
708,920,158.1017143,68,265.6018792,69.54333273,37.16939717,67.80058893,,,,
709,948,174.0089131,68,288.5088294,72.72365062,36.70232665,60.78162677,,,,
710,963,199.598833,68,282.5151161,75.98925455,38.06419356,61.84519762,,,,
711,941,169.7989371,76,267.1112667,70.01260272,38.01813027,42.38282427,,,,
712,926,187.6870298,76,291.7074947,67.89219966,36.64897147,47.69731278,,,,
713,974,169.4902964,76,292.849857,69.95805583,37.98126234,44.88029901,,,,
714,947,152.3169839,76,219.3763759,69.58319542,37.21324744,41.70655139,,,,
715,919,172.1738153,76,247.3362493,68.54110729,38.34086379,46.74383842,,,,
716,931,148.2515246,76,222.7236559,69.4895777,37.45738716,37.20313241,,,,
717,999,198.888149,76,278.3299389,71.16327977,37.24392363,45.37611251,,,,
718,928,154.907216,76,226.1860795,67.65828665,37.17286507,41.17069654,,,,
719,927,148.3961742,76,223.7824438,66.72048184,37.48857174,45.44953019,,,,
720,1015,152.2876016,76,271.7490288,73.5982005,36.56815239,49.69021069,,,,
721,924,132.2261328,68,262.7685113,68.92238258,37.08523795,61.19421163,,,,
722,941,183.0589331,68,294.1390916,68.08101173,37.1453847,72.17826028,,,,
723,915,176.2832239,68,266.5648558,71.26104657,38.07897966,69.88320137,,,,
724,977,177.8134373,68,252.0120857,71.80781276,38.17661328,63.35404282,,,,
725,1002,162.4232725,68,257.6609147,72.90958747,37.00657808,70.21347696,,,,
726,986,156.3106174,68,258.0772331,74.35604504,36.59396973,68.97367175,,,,
727,932,200.6934934,68,302.8515043,66.41886551,36.98112297,63.5187518,,,,
728,975,200.5782952,68,285.20458,73.53875967,36.33267087,69.0454077,,,,
729,971,186.3839643,68,299.5183595,72.79420687,36.71097154,61.72406635,,,,
730,991,168.9017729,68,284.4879144,75.180617,37.10736048,71.59121719,,,,
731,973,206.152761,76,288.5201672,71.21539873,37.3027827,53.28790796,,,,
732,973,195.4988638,76,298.5397265,73.30134847,36.14013014,50.76959419,,,,
733,907,181.7686949,76,274.5560203,65.21899694,38.27376897,41.22231702,,,,
734,950,210.484608,76,290.5323835,68.8527106,37.36608051,45.03746886,,,,
735,957,178.623844,76,274.6790723,72.23213947,37.29520437,39.92087407,,,,
736,926,159.8115537,76,222.6253894,68.24957451,38.29562595,50.78325522,,,,
737,966,178.9054138,76,261.00216,70.7164551,38.25142064,46.35560335,,,,
738,919,188.3277491,76,267.2781514,66.35127162,36.44079199,46.00979225,,,,
739,1002,182.1129933,76,242.795608,73.15461131,36.55458208,48.08330665,,,,
740,937,167.540652,76,245.4605774,69.91070401,36.88196631,40.801719,,,,
741,948,187.9695232,70,285.3087252,71.15730409,37.54405371,58.58421163,,,,
742,901,154.3336451,70,268.0912832,72.31224206,38.53787809,60.31775757,,,,
743,991,149.5984438,70,293.995745,73.38202652,37.04840964,69.89537898,,,,
744,978,193.3158968,70,254.4814166,72.83089959,36.72348409,62.75018231,,,,
745,932,178.4439789,70,273.1631351,69.55344256,36.95566165,65.89008231,,,,
746,935,179.2314223,70,251.2756343,69.11355514,36.88881635,59.37875407,,,,
747,964,133.7397619,70,245.9628571,72.81349486,36.76353611,64.25157164,,,,
748,969,143.2537688,70,259.2352404,70.46382076,37.94665072,63.84983294,,,,
749,950,159.9314306,70,239.5430768,70.73142684,36.84138952,58.41432458,,,,
750,936,142.6997489,70,237.4356021,69.22519227,37.30193603,61.44296249,,,,
751,1016,185.1478844,76,289.1910399,71.93566719,37.00515985,50.90989626,,,,
752,973,173.3282187,76,263.5721186,69.11926856,37.61792527,41.33672818,,,,
753,989,177.7230423,76,276.2392358,72.97054177,37.90278165,51.95812992,,,,
754,993,150.4409028,76,263.2755128,73.53259392,38.04598931,51.99811767,,,,
755,953,174.1989984,76,248.2588612,70.44159441,37.54467223,49.86713558,,,,
756,926,165.877911,76,234.9668119,69.08001934,37.34144533,46.73987672,,,,
757,969,175.4081694,76,278.4828551,71.04914181,36.65094728,46.06108727,,,,
758,973,166.2047088,76,276.1448776,68.84235385,36.83464023,48.48244425,,,,
759,948,190.658405,76,258.2972273,71.15656909,37.10525089,46.14319383,,,,
760,962,171.786791,76,251.7789009,71.60389302,36.75967012,41.79099536,,,,
761,994,181.4545021,72,287.7260805,74.74877571,37.68288824,56.25031439,,,,
762,936,142.2591252,72,254.1656201,70.02170411,37.55835878,61.35499776,,,,
763,997,147.4026,72,311.8736947,71.59757178,37.69611353,67.62271225,,,,
764,935,180.1124282,72,281.4153919,68.60902342,36.06174295,48.7510665,,,,
765,922,184.1271646,72,253.4854564,68.73553706,37.91823725,50.08910706,,,,
766,908,173.4071485,72,252.0736368,67.77603464,38.57418125,51.56402031,,,,
767,910,156.1808556,72,250.5387074,69.13502295,37.30674383,51.12703696,,,,
768,957,186.9516713,72,277.1012995,73.03639206,37.83252438,63.77825118,,,,
769,962,207.7705822,72,279.0198516,70.99699828,38.98061873,53.08449714,,,,
770,962,193.8017899,72,291.7136597,72.41454885,38.21671163,58.27717537,,,,
771,970,155.1447149,78,264.5644908,68.86120649,38.28500113,41.5468057,,,,
772,936,178.601175,78,255.6348176,68.95239354,37.67575511,32.7262908,,,,
773,916,177.9201508,78,286.809007,68.2181584,37.36988863,45.90353626,,,,
774,928,143.6663461,78,197.6012065,66.91513474,36.95971637,37.25102515,,,,
775,926,164.1730973,78,246.3778849,64.79177357,36.10877642,37.11862659,,,,
776,935,157.8837841,78,228.7604632,68.56808662,38.47823395,27.86179423,,,,
777,987,164.6434797,78,245.6390543,71.69295139,37.42660712,37.4576076,,,,
778,975,156.7760026,78,262.7301249,70.18149558,36.77250363,37.50005759,,,,
779,923,156.2029136,78,218.8749632,70.35037218,37.96818841,34.42689643,,,,
780,1000,208.5665038,78,261.8827505,72.54180526,36.54611493,34.92308215,,,,
781,956,160.004566,74,287.518198,71.75531121,39.17505312,53.26377739,,,,
782,955,132.5001171,74,265.8073131,71.0062414,37.27224415,46.48617134,,,,
783,960,172.1432256,74,270.2158975,69.5877771,36.87193397,52.92888922,,,,
784,911,147.8766651,74,247.625839,67.32601554,38.09227736,50.43895497,,,,
785,966,159.0599559,74,247.2127149,72.01295847,37.21329632,50.81519755,,,,
786,894,171.2354813,74,243.7040603,69.03307885,37.97146368,52.47593102,,,,
787,942,131.604721,74,219.142874,69.89467427,37.74382988,45.92199514,,,,
788,923,169.8078971,74,259.7291988,67.94693141,36.66992456,42.65982806,,,,
789,973,165.8583049,74,256.2646684,71.11685953,38.11517721,55.298318,,,,
790,983,146.5940213,74,249.1533151,69.40845507,37.1210496,47.79115583,,,,
791,975,185.8403642,80,286.6426354,72.29701784,37.48129699,36.08395255,,,,
792,950,144.978992,80,261.5918589,69.7560949,37.61769268,36.18936716,,,,
793,1006,161.953131,80,279.1068402,73.45406729,37.04710873,39.61876795,,,,
794,952,161.3335991,80,238.1875079,70.58611485,37.52219775,35.46031073,,,,
795,972,166.7711366,80,262.205747,70.48854793,37.09416259,31.48727969,,,,
796,951,173.622685,80,229.8183549,70.93996413,37.90881374,37.45344568,,,,
797,1004,161.8353588,80,244.2991485,74.27374774,38.03621224,31.45729245,,,,
798,947,161.7919606,80,211.8082004,70.28136549,37.96393253,33.68092485,,,,
799,946,171.3307552,80,256.1207115,67.2973533,36.97814859,33.6239742,,,,
800,923,108.2341823,80,217.6668231,67.31778012,37.95463611,31.74924364,,,,
801,976,163.3193144,72,285.7495499,71.48395422,37.75070132,67.73122515,,,,
802,916,168.6397645,72,265.9228327,69.12518743,38.13135231,58.16472999,,,,
803,934,183.4949951,72,294.0167696,70.66491435,37.70100869,61.94037302,,,,
804,942,165.8675902,72,276.1058312,70.91689792,37.35559634,56.52436219,,,,
805,924,153.7703313,72,240.4256909,68.43202439,38.27665221,58.21814676,,,,
806,950,178.924492,72,253.4378573,70.91320599,37.59762095,54.08908321,,,,
807,923,161.8369544,72,274.5634851,69.07948487,37.93281685,54.79585613,,,,
808,926,188.0910417,72,269.8213402,71.26326922,38.4284751,50.54621316,,,,
809,962,164.9380761,72,255.5327208,70.27504862,38.17785155,49.81927641,,,,
810,1009,176.8828691,72,262.5907383,73.17270946,36.17485831,63.14630801,,,,
811,952,158.9659298,78,239.697842,69.28475976,38.00216911,41.91701072,,,,
812,932,178.2138139,78,289.2687593,69.53689763,37.17114209,39.23829948,,,,
813,998,155.4094656,78,280.1776346,73.60517595,37.66962082,44.22420212,,,,
814,928,196.5134699,78,244.6767623,69.76270323,37.71724103,41.03613797,,,,
815,954,149.3207223,78,248.2879733,69.542562,38.35973527,40.86659607,,,,
816,950,153.8957499,78,235.1960956,70.04325027,37.42438097,35.39693855,,,,
817,942,159.7894772,78,228.5766802,69.03317933,38.10563753,33.97234331,,,,
818,935,208.7767627,78,260.9521767,69.10858668,37.53927996,35.91509136,,,,
819,909,197.8998028,78,247.5989678,71.5416211,36.93176531,36.82637004,,,,
820,987,165.2559147,78,231.310716,71.44423123,37.40689551,40.31768705,,,,
821,924,194.5909503,72,308.8779806,70.20212699,37.27785499,66.03955612,,,,
822,955,172.7457722,72,284.3514457,68.11377428,37.77423544,58.9991317,,,,
823,933,205.9618381,72,274.0274638,68.41571622,38.24130074,54.44316372,,,,
824,964,175.0135252,72,263.5270563,71.70275979,38.01355095,56.40981345,,,,
825,890,181.3563141,72,271.8818475,65.8552017,38.08963979,51.35905972,,,,
826,957,176.7082289,72,281.7660553,71.5260575,38.11684293,58.19197491,,,,
827,986,174.3000854,72,270.2905182,73.44611645,37.52056902,52.69395988,,,,
828,959,160.3484098,72,261.0364427,69.3825229,38.64613336,50.28372062,,,,
829,945,164.0859392,72,268.3823336,69.65633398,38.32084412,50.12556764,,,,
830,980,164.0346321,72,262.8514163,71.12876901,36.88053801,58.63048164,,,,
831,998,136.9520755,80,266.1384657,72.53751382,38.01156999,36.72949759,,,,
832,913,147.9717087,80,245.0034685,69.18329371,36.53877646,30.09312958,,,,
833,964,170.095053,80,295.8379094,68.34850754,37.20900753,37.20126815,,,,
834,959,155.8850357,80,246.2620426,70.8514355,37.44146231,23.46056016,,,,
835,949,148.517038,80,210.7439569,70.91252063,37.96948622,26.84467048,,,,
836,948,182.9980669,80,258.2276418,68.46078575,37.69954452,26.45679722,,,,
837,924,184.9934071,80,218.7049507,67.35779114,37.85491384,31.37222526,,,,
838,937,209.4300604,80,229.5745188,68.0638531,37.10060502,36.53390069,,,,
839,963,171.0573284,80,248.996547,68.14636765,37.63642281,33.60726542,,,,
840,976,170.6763733,80,254.6348832,72.86572291,37.14088919,34.58336358,,,,
841,969,125.8998599,72,273.173019,70.85956788,36.54427508,59.61628898,,,,
842,948,187.8333919,72,310.0389545,72.10433689,36.89379021,54.83846436,,,,
843,926,171.979611,72,270.3286378,68.46134778,37.90029758,61.01528908,,,,
844,923,195.6785623,72,243.6859327,66.88454997,37.1044019,51.3976281,,,,
845,942,141.3828753,72,245.000438,70.18068503,36.50777935,52.22216486,,,,
846,1021,188.9467215,72,256.9431803,73.36440816,36.29056625,47.48365361,,,,
847,998,203.7714198,72,261.6593724,71.97054222,37.56126755,63.76260823,,,,
848,954,199.4765224,72,277.5349394,71.99302656,37.23833858,48.11038685,,,,
849,986,166.8582016,72,279.1166254,71.04491913,36.23990119,59.82701328,,,,
850,960,186.1969575,72,285.6705757,74.61024725,37.1444971,61.22546419,,,,
851,956,155.1023762,78,278.8569193,69.92717144,38.51643495,44.76594756,,,,
852,972,191.2168703,78,281.9763034,71.86273162,37.53330823,47.39699036,,,,
853,971,168.3222921,78,295.7661615,70.28324143,37.66597817,45.72082934,,,,
854,948,179.2747925,78,246.2198094,69.81779275,36.69929549,32.62496411,,,,
855,972,172.5250051,78,258.6402075,71.76994662,37.64785548,37.55037576,,,,
856,917,131.3126981,78,228.6001533,68.72619882,37.84257753,40.80020182,,,,
857,947,176.7258273,78,253.4157509,68.95844294,38.04704075,36.65223315,,,,
858,972,169.6548927,78,248.8637278,72.47654375,36.67061808,30.00589616,,,,
859,988,170.0439804,78,243.8918416,73.25889303,37.48853864,48.4319508,,,,
860,987,186.6835302,78,243.1414328,69.19485755,36.94637004,43.38998613,,,,
861,960,201.1121796,72,292.2913939,72.01892251,38.30186377,63.65247721,,,,
862,927,178.5669265,72,293.3534599,68.70455063,37.84840683,52.37617367,,,,
863,900,167.0154895,72,265.3946462,67.37483254,37.78782985,56.000694,,,,
864,935,205.851565,72,271.42298,68.14763098,37.76168644,58.08883282,,,,
865,948,161.3225356,72,271.1794934,72.31871252,37.36526009,52.35961627,,,,
866,930,172.2985413,72,262.3947505,69.05692394,38.08064871,50.57718301,,,,
867,986,209.7854,72,271.291193,71.97397238,37.12839753,55.3048909,,,,
868,985,136.907126,72,228.9400175,72.45306574,37.37639841,55.38831282,,,,
869,1022,168.5288548,72,268.2499238,69.61267483,36.13689986,66.18267212,,,,
870,907,155.3869166,72,264.3671964,69.39134044,37.22824063,44.80480656,,,,
871,949,180.0066417,78,287.7163054,69.8246792,37.39468136,41.75352809,,,,
872,914,154.1715846,78,246.3170454,65.95644859,37.54561071,42.71970417,,,,
873,878,166.9631542,78,275.7456976,67.54221522,37.32513629,38.98736984,,,,
874,912,191.3394624,78,264.1821043,67.49509611,38.56262107,30.26686838,,,,
875,942,207.7768429,78,267.7301049,69.38487496,37.27359304,33.68409727,,,,
876,930,157.5515925,78,228.3507803,64.99302183,37.99722586,35.85657267,,,,
877,960,191.4010723,78,265.373715,71.69191178,37.6128866,41.6578416,,,,
878,964,178.0578613,78,246.0787737,72.10455568,37.15033817,34.48062841,,,,
879,946,159.274283,78,230.2703088,68.85027142,37.26539891,36.58103732,,,,
880,981,166.7355915,78,284.2627988,72.2785138,37.51737646,34.20184064,,,,
881,953,163.553749,70,290.5803421,71.5799421,37.79836694,61.72567895,,,,
882,936,164.8612759,70,272.154578,71.06655225,38.13081627,61.39629139,,,,
883,903,204.1455568,70,288.124942,68.98532099,37.37806971,56.31183246,,,,
884,1014,152.4121278,70,246.7501451,74.72426688,37.58399958,59.1896279,,,,
885,959,165.355843,70,240.7551904,71.20594109,36.65980236,59.60251814,,,,
886,930,108.4473992,70,239.5276771,69.61789754,36.69368868,61.73457648,,,,
887,962,175.1251452,70,249.1912592,72.29213467,37.25378988,55.93228049,,,,
888,945,154.9039727,70,249.7385935,71.79104061,37.90955346,58.28288084,,,,
889,913,184.704271,70,250.2038232,66.13706698,36.72302602,56.50846127,,,,
890,946,160.2260833,70,268.6271617,72.15648699,37.34706908,54.09420002,,,,
891,934,143.2312188,78,248.6574914,68.36096313,36.9270018,35.08137177,,,,
892,910,165.2911082,78,260.5520741,66.12303398,37.74379952,35.64686809,,,,
893,1016,192.7495097,78,288.9681584,72.60980152,37.22103304,41.19086647,,,,
894,950,128.3901264,78,236.1915984,68.75718356,36.79718533,33.02497426,,,,
895,943,190.8663668,78,253.6897734,69.46688966,36.12179006,32.15289945,,,,
896,950,185.1410777,78,263.3016493,70.60115457,38.00838356,36.67336889,,,,
897,927,180.7659483,78,244.2357935,66.68034164,38.24476988,34.51099618,,,,
898,988,130.3008432,78,248.3300861,73.33572474,36.95992267,34.91038407,,,,
899,930,177.7956916,78,244.7467994,68.41658481,38.43670779,45.30893763,,,,
900,940,177.5620942,78,259.1188411,70.56950209,38.08877805,36.65988813,,,,
901,932,197.9502509,70,286.1459988,70.0617689,37.69773986,63.12108425,,,,
902,940,177.5080759,70,275.1100092,69.93701432,38.37435117,59.71097854,,,,
903,966,151.6905136,70,295.2776324,71.32549171,37.85075486,68.54669107,,,,
904,966,189.4881024,70,291.043853,69.90035746,37.16376157,64.55385668,,,,
905,937,197.8043693,70,274.2869653,70.75039804,36.70979318,56.1106955,,,,
906,970,150.9663807,70,272.8316331,71.36198899,37.45302052,65.28376774,,,,
907,938,184.9638941,70,275.4092737,69.83941863,37.85554621,53.7718759,,,,
908,956,171.1789964,70,282.5050705,72.58326268,38.29388158,58.65754124,,,,
909,997,191.206184,70,305.2712664,72.44635337,37.04140147,66.9790102,,,,
910,909,177.2184816,70,267.6770954,69.04211531,37.40189462,56.20927766,,,,
911,973,177.4690641,78,294.9346553,72.41951244,35.87173485,42.65658463,,,,
912,959,153.0026902,78,288.7006853,70.41635136,37.61357765,40.953618,,,,
913,936,155.5561383,78,255.4838798,68.18170392,37.91430445,43.15412834,,,,
914,952,171.1484671,78,258.6732161,71.56953552,36.97979295,35.4969728,,,,
915,918,158.7099888,78,228.8976104,70.55184395,36.69898426,40.57341564,,,,
916,928,138.9719424,78,229.9039841,69.45693421,37.27106462,38.24735604,,,,
917,905,168.6287406,78,251.7296683,65.42110112,37.54525022,29.81718807,,,,
918,929,183.9303965,78,265.8395996,68.8094612,36.82043574,32.67524041,,,,
919,930,192.0712591,78,250.2688177,66.34195612,36.97701357,42.19462978,,,,
920,939,191.1256495,78,266.7428401,70.97321336,37.32061226,34.07242109,,,,
921,935,176.8976138,70,276.5509324,70.75829014,37.35984598,60.49820241,,,,
922,900,201.3343156,70,300.5729897,68.52118782,37.22554745,55.45279214,,,,
923,921,166.0719267,70,271.0581373,67.56194422,37.75003306,65.72645968,,,,
924,950,176.3908102,70,279.3818902,73.75108168,37.35543662,52.34046729,,,,
925,933,172.2639858,70,254.5489896,70.29964424,38.15286146,63.17446443,,,,
926,975,172.3452105,70,262.780766,72.00950683,37.93715952,60.58105454,,,,
927,996,194.1094556,70,255.9505738,71.59237425,36.80134224,61.16108527,,,,
928,975,183.4448632,70,289.7068174,75.61405916,37.55254026,59.76597068,,,,
929,932,161.2944047,70,247.9120383,69.83426696,38.3670626,59.13993455,,,,
930,976,193.1071467,70,280.3801419,72.32676131,36.84752273,58.23936305,,,,
931,964,194.5621376,78,286.6587368,70.88537706,37.54407153,46.9542125,,,,
932,976,177.6505846,78,288.2810531,71.25633888,37.58029383,45.13866754,,,,
933,959,161.7581023,78,261.4802723,69.11081657,37.45246741,31.53662385,,,,
934,903,163.5543744,78,228.0846588,66.31611174,37.47446459,39.35145715,,,,
935,942,124.0148311,78,235.1030042,67.35777979,37.05894873,36.34283672,,,,
936,945,165.4934474,78,242.2084344,68.27802069,36.66325146,34.08654886,,,,
937,940,183.2254227,78,252.78415,72.46165124,37.69978193,33.55005115,,,,
938,992,186.0768893,78,260.8815303,75.1004309,37.29946085,40.88053686,,,,
939,995,173.1568162,78,261.513872,71.79734421,37.42743377,41.17598658,,,,
940,934,189.8372039,78,265.2043302,69.37979882,38.1726967,36.08328958,,,,
941,943,186.2885046,72,315.0146919,69.03246586,37.10656192,51.63515889,,,,
942,950,169.1972034,72,286.5768362,70.70480317,37.37053942,60.56567856,,,,
943,937,169.7194178,72,267.0205259,69.69594444,37.86226142,58.00617245,,,,
944,942,195.1653903,72,273.7707135,70.69963984,36.38963925,58.60739181,,,,
945,985,134.1323791,72,259.7370526,74.65588716,36.95340026,58.95135692,,,,
946,952,161.0095959,72,255.5166553,70.06602094,36.51594123,46.98680716,,,,
947,982,182.6489262,72,252.9807532,72.37381986,37.33077624,56.13975587,,,,
948,928,148.8843196,72,241.674699,66.83365638,37.2952197,47.18390643,,,,
949,907,166.346359,72,249.4342433,67.93163572,37.67994599,56.25398617,,,,
950,970,134.925985,72,252.2693814,71.30787565,37.56540585,54.88661788,,,,
951,959,184.7816284,78,305.7932984,69.44605421,38.22257005,49.2954924,,,,
952,891,181.6542904,78,288.9874937,67.29188348,38.2641613,40.63139616,,,,
953,927,167.7943157,78,246.6178955,66.94531807,37.42914003,41.76827304,,,,
954,908,178.3446337,78,237.5293952,67.02716445,37.08318687,30.0550538,,,,
